,Unnamed: 0,name,title,SPEAKER,words,power,danger
1,1,Alvaro Castillo,AlvaroCastillothanksthecourt8-21-09,SPEAKER_00,thank,0.176527,-0.431498
1,1,Alvaro Castillo,AlvaroCastillothanksthecourt8-21-09,SPEAKER_00,father,0.309943,-0.326857
1,1,Alvaro Castillo,AlvaroCastillothanksthecourt8-21-09,SPEAKER_00,heaven,0.2145,-0.361418
1,1,Alvaro Castillo,AlvaroCastillothanksthecourt8-21-09,SPEAKER_00,watching,-0.113978,-0.131806
1,1,Alvaro Castillo,AlvaroCastillothanksthecourt8-21-09,SPEAKER_00,down,-0.397526,0.084039
1,1,Alvaro Castillo,AlvaroCastillothanksthecourt8-21-09,SPEAKER_00,would,-0.098469,-0.058668
1,1,Alvaro Castillo,AlvaroCastillothanksthecourt8-21-09,SPEAKER_00,like,-0.000376,-0.262014
1,1,Alvaro Castillo,AlvaroCastillothanksthecourt8-21-09,SPEAKER_00,thank,0.176527,-0.431498
1,1,Alvaro Castillo,AlvaroCastillothanksthecourt8-21-09,SPEAKER_00,entire,0.219144,-0.154394
1,1,Alvaro Castillo,AlvaroCastillothanksthecourt8-21-09,SPEAKER_00,defense,0.388748,0.039439
1,1,Alvaro Castillo,AlvaroCastillothanksthecourt8-21-09,SPEAKER_00,team,0.22089,-0.169259
3,3,Alvaro Castillo,AlvaroCastillothanksthecourt8-21-09,SPEAKER_00,id,-0.178923,-0.07523
3,3,Alvaro Castillo,AlvaroCastillothanksthecourt8-21-09,SPEAKER_00,like,-0.000376,-0.262014
3,3,Alvaro Castillo,AlvaroCastillothanksthecourt8-21-09,SPEAKER_00,thank,0.176527,-0.431498
3,3,Alvaro Castillo,AlvaroCastillothanksthecourt8-21-09,SPEAKER_00,jury,0.249718,0.10135
3,3,Alvaro Castillo,AlvaroCastillothanksthecourt8-21-09,SPEAKER_00,considering,0.082133,-0.215584
3,3,Alvaro Castillo,AlvaroCastillothanksthecourt8-21-09,SPEAKER_00,case,-0.186659,-0.104706
3,3,Alvaro Castillo,AlvaroCastillothanksthecourt8-21-09,SPEAKER_00,would,-0.098469,-0.058668
3,3,Alvaro Castillo,AlvaroCastillothanksthecourt8-21-09,SPEAKER_00,like,-0.000376,-0.262014
3,3,Alvaro Castillo,AlvaroCastillothanksthecourt8-21-09,SPEAKER_00,thank,0.176527,-0.431498
3,3,Alvaro Castillo,AlvaroCastillothanksthecourt8-21-09,SPEAKER_00,honor,0.497012,-0.211213
3,3,Alvaro Castillo,AlvaroCastillothanksthecourt8-21-09,SPEAKER_00,hearing,0.14802,-0.125053
3,3,Alvaro Castillo,AlvaroCastillothanksthecourt8-21-09,SPEAKER_00,mean,0.041098,0.025855
3,3,Alvaro Castillo,AlvaroCastillothanksthecourt8-21-09,SPEAKER_00,case,-0.186659,-0.104706
4,4,Alvaro Castillo,AlvaroCastillothanksthecourt8-21-09,SPEAKER_00,would,-0.098469,-0.058668
4,4,Alvaro Castillo,AlvaroCastillothanksthecourt8-21-09,SPEAKER_00,like,-0.000376,-0.262014
4,4,Alvaro Castillo,AlvaroCastillothanksthecourt8-21-09,SPEAKER_00,apologize,-0.113336,-0.125687
4,4,Alvaro Castillo,AlvaroCastillothanksthecourt8-21-09,SPEAKER_00,victims,-0.323387,0.387052
4,4,Alvaro Castillo,AlvaroCastillothanksthecourt8-21-09,SPEAKER_00,people,0.003899,-0.144111
4,4,Alvaro Castillo,AlvaroCastillothanksthecourt8-21-09,SPEAKER_00,hurt,-0.23902,0.496049
5,5,Alvaro Castillo,AlvaroCastillothanksthecourt8-21-09,SPEAKER_00,family,0.280516,-0.413042
5,5,Alvaro Castillo,AlvaroCastillothanksthecourt8-21-09,SPEAKER_00,friends,0.30875,-0.298097
5,5,Alvaro Castillo,AlvaroCastillothanksthecourt8-21-09,SPEAKER_00,hunt,0.123645,0.339804
5,5,Alvaro Castillo,AlvaroCastillothanksthecourt8-21-09,SPEAKER_00,rose,-0.007892,-0.423273
5,5,Alvaro Castillo,AlvaroCastillothanksthecourt8-21-09,SPEAKER_00,lord,0.109156,-0.196639
5,5,Alvaro Castillo,AlvaroCastillothanksthecourt8-21-09,SPEAKER_00,god,0.416318,-0.157665
7,7,Alvaro Castillo,AlvaroCastillothanksthecourt8-21-09,SPEAKER_00,know,0.213072,-0.278711
7,7,Alvaro Castillo,AlvaroCastillothanksthecourt8-21-09,SPEAKER_00,result,0.260476,-0.226068
7,7,Alvaro Castillo,AlvaroCastillothanksthecourt8-21-09,SPEAKER_00,actions,0.538083,0.099097
7,7,Alvaro Castillo,AlvaroCastillothanksthecourt8-21-09,SPEAKER_00,shocked,-0.063703,0.333248
7,7,Alvaro Castillo,AlvaroCastillothanksthecourt8-21-09,SPEAKER_00,hurt,-0.23902,0.496049
7,7,Alvaro Castillo,AlvaroCastillothanksthecourt8-21-09,SPEAKER_00,lot,-0.214926,-0.224337
7,7,Alvaro Castillo,AlvaroCastillothanksthecourt8-21-09,SPEAKER_00,people,0.003899,-0.144111
8,8,Alvaro Castillo,AlvaroCastillothanksthecourt8-21-09,SPEAKER_00,intention,0.1042,-0.03034
9,9,Alvaro Castillo,AlvaroCastillothanksthecourt8-21-09,SPEAKER_00,simply,-0.228301,-0.272406
9,9,Alvaro Castillo,AlvaroCastillothanksthecourt8-21-09,SPEAKER_00,wanted,0.223812,-0.021646
9,9,Alvaro Castillo,AlvaroCastillothanksthecourt8-21-09,SPEAKER_00,help,0.043231,-0.146832
9,9,Alvaro Castillo,AlvaroCastillothanksthecourt8-21-09,SPEAKER_00,realize,0.216093,-0.205782
9,9,Alvaro Castillo,AlvaroCastillothanksthecourt8-21-09,SPEAKER_00,did,0.13353,-0.088348
9,9,Alvaro Castillo,AlvaroCastillothanksthecourt8-21-09,SPEAKER_00,was,-0.000604,-0.299783
9,9,Alvaro Castillo,AlvaroCastillothanksthecourt8-21-09,SPEAKER_00,wrong,-0.203453,0.387035
11,11,Alvaro Castillo,AlvaroCastillothanksthecourt8-21-09,SPEAKER_00,bye,-0.240629,0.012511
13,13,Alvaro Castillo,AlvaroCastillothanksthecourt8-21-09,SPEAKER_00,willing,0.399664,-0.186722
13,13,Alvaro Castillo,AlvaroCastillothanksthecourt8-21-09,SPEAKER_00,do,0.13353,-0.088348
13,13,Alvaro Castillo,AlvaroCastillothanksthecourt8-21-09,SPEAKER_00,is,-0.000604,-0.299783
13,13,Alvaro Castillo,AlvaroCastillothanksthecourt8-21-09,SPEAKER_00,necessary,0.221911,-0.219324
15,15,Alvaro Castillo,AlvaroCastillothanksthecourt8-21-09,SPEAKER_00,would,-0.098469,-0.058668
15,15,Alvaro Castillo,AlvaroCastillothanksthecourt8-21-09,SPEAKER_00,like,-0.000376,-0.262014
15,15,Alvaro Castillo,AlvaroCastillothanksthecourt8-21-09,SPEAKER_00,say,-0.068561,-0.183017
15,15,Alvaro Castillo,AlvaroCastillothanksthecourt8-21-09,SPEAKER_00,sorry,-0.32128,-0.039399
15,15,Alvaro Castillo,AlvaroCastillothanksthecourt8-21-09,SPEAKER_00,happened,0.206163,-0.008713
16,16,Alvaro Castillo,AlvaroCastillothanksthecourt8-21-09,SPEAKER_00,know,0.213072,-0.278711
16,16,Alvaro Castillo,AlvaroCastillothanksthecourt8-21-09,SPEAKER_00,was,-0.000604,-0.299783
16,16,Alvaro Castillo,AlvaroCastillothanksthecourt8-21-09,SPEAKER_00,horrible,-0.116965,0.552005
16,16,Alvaro Castillo,AlvaroCastillothanksthecourt8-21-09,SPEAKER_00,thing,-0.332021,-0.164908
17,17,Alvaro Castillo,AlvaroCastillothanksthecourt8-21-09,SPEAKER_00,thank,0.176527,-0.431498
17,17,Alvaro Castillo,AlvaroCastillothanksthecourt8-21-09,SPEAKER_00,listening,0.004322,-0.186391
17,17,Alvaro Castillo,AlvaroCastillothanksthecourt8-21-09,SPEAKER_00,honor,0.497012,-0.211213
17,17,Alvaro Castillo,AlvaroCastillothanksthecourt8-21-09,SPEAKER_00,home,0.098836,-0.412624
17,17,Alvaro Castillo,AlvaroCastillothanksthecourt8-21-09,SPEAKER_00,thank,0.176527,-0.431498
0,0,Jon Romano,DIGITALEXTRAConvicted2004EastGreenbushschoolshooterJonRomano,SPEAKER_00,sorry,-0.32128,-0.039399
1,1,Jon Romano,DIGITALEXTRAConvicted2004EastGreenbushschoolshooterJonRomano,SPEAKER_00,firearms,0.304452,0.521609
1,1,Jon Romano,DIGITALEXTRAConvicted2004EastGreenbushschoolshooterJonRomano,SPEAKER_00,are,-0.000604,-0.299783
1,1,Jon Romano,DIGITALEXTRAConvicted2004EastGreenbushschoolshooterJonRomano,SPEAKER_00,easily,0.051989,-0.4328
1,1,Jon Romano,DIGITALEXTRAConvicted2004EastGreenbushschoolshooterJonRomano,SPEAKER_00,accessible,0.20922,-0.269911
2,2,Jon Romano,DIGITALEXTRAConvicted2004EastGreenbushschoolshooterJonRomano,SPEAKER_00,know,0.213072,-0.278711
3,3,Jon Romano,DIGITALEXTRAConvicted2004EastGreenbushschoolshooterJonRomano,SPEAKER_00,family,0.280516,-0.413042
3,3,Jon Romano,DIGITALEXTRAConvicted2004EastGreenbushschoolshooterJonRomano,SPEAKER_00,members,0.058497,-0.255922
3,3,Jon Romano,DIGITALEXTRAConvicted2004EastGreenbushschoolshooterJonRomano,SPEAKER_00,can,-0.019624,-0.215608
3,3,Jon Romano,DIGITALEXTRAConvicted2004EastGreenbushschoolshooterJonRomano,SPEAKER_00,purchase,0.146087,-0.085428
3,3,Jon Romano,DIGITALEXTRAConvicted2004EastGreenbushschoolshooterJonRomano,SPEAKER_00,one,-0.172659,-0.179244
3,3,Jon Romano,DIGITALEXTRAConvicted2004EastGreenbushschoolshooterJonRomano,SPEAKER_00,underage,-0.178921,-0.012994
3,3,Jon Romano,DIGITALEXTRAConvicted2004EastGreenbushschoolshooterJonRomano,SPEAKER_00,have,0.142133,-0.258395
3,3,Jon Romano,DIGITALEXTRAConvicted2004EastGreenbushschoolshooterJonRomano,SPEAKER_00,access,0.141562,-0.171215
4,4,Jon Romano,DIGITALEXTRAConvicted2004EastGreenbushschoolshooterJonRomano,SPEAKER_00,mine,0.110776,-0.189136
4,4,Jon Romano,DIGITALEXTRAConvicted2004EastGreenbushschoolshooterJonRomano,SPEAKER_00,was,-0.000604,-0.299783
4,4,Jon Romano,DIGITALEXTRAConvicted2004EastGreenbushschoolshooterJonRomano,SPEAKER_00,know,0.213072,-0.278711
4,4,Jon Romano,DIGITALEXTRAConvicted2004EastGreenbushschoolshooterJonRomano,SPEAKER_00,mine,0.110776,-0.189136
4,4,Jon Romano,DIGITALEXTRAConvicted2004EastGreenbushschoolshooterJonRomano,SPEAKER_00,was,-0.000604,-0.299783
4,4,Jon Romano,DIGITALEXTRAConvicted2004EastGreenbushschoolshooterJonRomano,SPEAKER_00,one,-0.172659,-0.179244
4,4,Jon Romano,DIGITALEXTRAConvicted2004EastGreenbushschoolshooterJonRomano,SPEAKER_00,used,-0.319649,-0.037142
4,4,Jon Romano,DIGITALEXTRAConvicted2004EastGreenbushschoolshooterJonRomano,SPEAKER_00,day,-0.081763,-0.322335
4,4,Jon Romano,DIGITALEXTRAConvicted2004EastGreenbushschoolshooterJonRomano,SPEAKER_00,was,-0.000604,-0.299783
4,4,Jon Romano,DIGITALEXTRAConvicted2004EastGreenbushschoolshooterJonRomano,SPEAKER_00,know,0.213072,-0.278711
4,4,Jon Romano,DIGITALEXTRAConvicted2004EastGreenbushschoolshooterJonRomano,SPEAKER_00,was,-0.000604,-0.299783
4,4,Jon Romano,DIGITALEXTRAConvicted2004EastGreenbushschoolshooterJonRomano,SPEAKER_00,had,0.142133,-0.258395
4,4,Jon Romano,DIGITALEXTRAConvicted2004EastGreenbushschoolshooterJonRomano,SPEAKER_00,readily,0.053075,-0.316279
4,4,Jon Romano,DIGITALEXTRAConvicted2004EastGreenbushschoolshooterJonRomano,SPEAKER_00,access,0.141562,-0.171215
4,4,Jon Romano,DIGITALEXTRAConvicted2004EastGreenbushschoolshooterJonRomano,SPEAKER_00,was,-0.000604,-0.299783
4,4,Jon Romano,DIGITALEXTRAConvicted2004EastGreenbushschoolshooterJonRomano,SPEAKER_00,locked,-0.001147,0.228569
4,4,Jon Romano,DIGITALEXTRAConvicted2004EastGreenbushschoolshooterJonRomano,SPEAKER_00,knew,0.213072,-0.278711
4,4,Jon Romano,DIGITALEXTRAConvicted2004EastGreenbushschoolshooterJonRomano,SPEAKER_00,key,-0.036597,-0.237378
4,4,Jon Romano,DIGITALEXTRAConvicted2004EastGreenbushschoolshooterJonRomano,SPEAKER_00,was,-0.000604,-0.299783
6,6,Jon Romano,DIGITALEXTRAConvicted2004EastGreenbushschoolshooterJonRomano,SPEAKER_00,other,-0.31747,-0.17608
6,6,Jon Romano,DIGITALEXTRAConvicted2004EastGreenbushschoolshooterJonRomano,SPEAKER_00,words,-0.050775,-0.348735
7,7,Jon Romano,DIGITALEXTRAConvicted2004EastGreenbushschoolshooterJonRomano,SPEAKER_00,mean,0.041098,0.025855
7,7,Jon Romano,DIGITALEXTRAConvicted2004EastGreenbushschoolshooterJonRomano,SPEAKER_00,difficult,-0.030709,0.3299
7,7,Jon Romano,DIGITALEXTRAConvicted2004EastGreenbushschoolshooterJonRomano,SPEAKER_00,talk,0.160154,-0.342965
7,7,Jon Romano,DIGITALEXTRAConvicted2004EastGreenbushschoolshooterJonRomano,SPEAKER_00,firearm,0.26885,0.620405
7,7,Jon Romano,DIGITALEXTRAConvicted2004EastGreenbushschoolshooterJonRomano,SPEAKER_00,prevent,0.112316,-0.107513
7,7,Jon Romano,DIGITALEXTRAConvicted2004EastGreenbushschoolshooterJonRomano,SPEAKER_00,actions,0.538083,0.099097
7,7,Jon Romano,DIGITALEXTRAConvicted2004EastGreenbushschoolshooterJonRomano,SPEAKER_00,talk,0.160154,-0.342965
7,7,Jon Romano,DIGITALEXTRAConvicted2004EastGreenbushschoolshooterJonRomano,SPEAKER_00,rights,0.200666,-0.266566
7,7,Jon Romano,DIGITALEXTRAConvicted2004EastGreenbushschoolshooterJonRomano,SPEAKER_00,arms,-0.080503,-0.046995
7,7,Jon Romano,DIGITALEXTRAConvicted2004EastGreenbushschoolshooterJonRomano,SPEAKER_00,possessions,0.423976,0.008168
7,7,Jon Romano,DIGITALEXTRAConvicted2004EastGreenbushschoolshooterJonRomano,SPEAKER_00,firearms,0.304452,0.521609
7,7,Jon Romano,DIGITALEXTRAConvicted2004EastGreenbushschoolshooterJonRomano,SPEAKER_00,get,0.285172,-0.101678
7,7,Jon Romano,DIGITALEXTRAConvicted2004EastGreenbushschoolshooterJonRomano,SPEAKER_00,know,0.213072,-0.278711
7,7,Jon Romano,DIGITALEXTRAConvicted2004EastGreenbushschoolshooterJonRomano,SPEAKER_00,people,0.003899,-0.144111
7,7,Jon Romano,DIGITALEXTRAConvicted2004EastGreenbushschoolshooterJonRomano,SPEAKER_00,have,0.142133,-0.258395
7,7,Jon Romano,DIGITALEXTRAConvicted2004EastGreenbushschoolshooterJonRomano,SPEAKER_00,access,0.141562,-0.171215
7,7,Jon Romano,DIGITALEXTRAConvicted2004EastGreenbushschoolshooterJonRomano,SPEAKER_00,difficult,-0.030709,0.3299
8,8,Jon Romano,DIGITALEXTRAConvicted2004EastGreenbushschoolshooterJonRomano,SPEAKER_00,family,0.280516,-0.413042
8,8,Jon Romano,DIGITALEXTRAConvicted2004EastGreenbushschoolshooterJonRomano,SPEAKER_00,went,-0.063845,-0.050257
8,8,Jon Romano,DIGITALEXTRAConvicted2004EastGreenbushschoolshooterJonRomano,SPEAKER_00,legal,0.302168,-0.171911
8,8,Jon Romano,DIGITALEXTRAConvicted2004EastGreenbushschoolshooterJonRomano,SPEAKER_00,way,-0.175467,-0.143953
8,8,Jon Romano,DIGITALEXTRAConvicted2004EastGreenbushschoolshooterJonRomano,SPEAKER_00,fact,0.096623,-0.242366
8,8,Jon Romano,DIGITALEXTRAConvicted2004EastGreenbushschoolshooterJonRomano,SPEAKER_00,mother,0.333383,-0.365529
8,8,Jon Romano,DIGITALEXTRAConvicted2004EastGreenbushschoolshooterJonRomano,SPEAKER_00,had,0.142133,-0.258395
8,8,Jon Romano,DIGITALEXTRAConvicted2004EastGreenbushschoolshooterJonRomano,SPEAKER_00,spoken,-0.007602,-0.129327
8,8,Jon Romano,DIGITALEXTRAConvicted2004EastGreenbushschoolshooterJonRomano,SPEAKER_00,police,0.346815,0.230607
8,8,Jon Romano,DIGITALEXTRAConvicted2004EastGreenbushschoolshooterJonRomano,SPEAKER_00,buying,0.282158,0.080145
8,8,Jon Romano,DIGITALEXTRAConvicted2004EastGreenbushschoolshooterJonRomano,SPEAKER_00,weapon,0.17982,0.571175
9,9,Jon Romano,DIGITALEXTRAConvicted2004EastGreenbushschoolshooterJonRomano,SPEAKER_00,mother,0.333383,-0.365529
9,9,Jon Romano,DIGITALEXTRAConvicted2004EastGreenbushschoolshooterJonRomano,SPEAKER_00,had,0.142133,-0.258395
9,9,Jon Romano,DIGITALEXTRAConvicted2004EastGreenbushschoolshooterJonRomano,SPEAKER_00,spoken,-0.007602,-0.129327
9,9,Jon Romano,DIGITALEXTRAConvicted2004EastGreenbushschoolshooterJonRomano,SPEAKER_00,psychologist,-0.039736,-0.035035
9,9,Jon Romano,DIGITALEXTRAConvicted2004EastGreenbushschoolshooterJonRomano,SPEAKER_00,psychiatrist,0.246884,0.106864
9,9,Jon Romano,DIGITALEXTRAConvicted2004EastGreenbushschoolshooterJonRomano,SPEAKER_00,said,-0.068561,-0.183017
9,9,Jon Romano,DIGITALEXTRAConvicted2004EastGreenbushschoolshooterJonRomano,SPEAKER_00,have,0.142133,-0.258395
9,9,Jon Romano,DIGITALEXTRAConvicted2004EastGreenbushschoolshooterJonRomano,SPEAKER_00,access,0.141562,-0.171215
9,9,Jon Romano,DIGITALEXTRAConvicted2004EastGreenbushschoolshooterJonRomano,SPEAKER_00,was,-0.000604,-0.299783
9,9,Jon Romano,DIGITALEXTRAConvicted2004EastGreenbushschoolshooterJonRomano,SPEAKER_00,doing,0.13353,-0.088348
9,9,Jon Romano,DIGITALEXTRAConvicted2004EastGreenbushschoolshooterJonRomano,SPEAKER_00,had,0.142133,-0.258395
9,9,Jon Romano,DIGITALEXTRAConvicted2004EastGreenbushschoolshooterJonRomano,SPEAKER_00,therapy,0.002117,-0.089422
9,9,Jon Romano,DIGITALEXTRAConvicted2004EastGreenbushschoolshooterJonRomano,SPEAKER_00,like,-0.000376,-0.262014
9,9,Jon Romano,DIGITALEXTRAConvicted2004EastGreenbushschoolshooterJonRomano,SPEAKER_00,said,-0.068561,-0.183017
9,9,Jon Romano,DIGITALEXTRAConvicted2004EastGreenbushschoolshooterJonRomano,SPEAKER_00,open,0.100027,-0.097607
9,9,Jon Romano,DIGITALEXTRAConvicted2004EastGreenbushschoolshooterJonRomano,SPEAKER_00,way,-0.175467,-0.143953
10,10,Jon Romano,DIGITALEXTRAConvicted2004EastGreenbushschoolshooterJonRomano,SPEAKER_00,had,0.142133,-0.258395
10,10,Jon Romano,DIGITALEXTRAConvicted2004EastGreenbushschoolshooterJonRomano,SPEAKER_00,opened,0.100027,-0.097607
10,10,Jon Romano,DIGITALEXTRAConvicted2004EastGreenbushschoolshooterJonRomano,SPEAKER_00,partially,-0.179273,-0.036051
10,10,Jon Romano,DIGITALEXTRAConvicted2004EastGreenbushschoolshooterJonRomano,SPEAKER_00,was,-0.000604,-0.299783
10,10,Jon Romano,DIGITALEXTRAConvicted2004EastGreenbushschoolshooterJonRomano,SPEAKER_00,doing,0.13353,-0.088348
10,10,Jon Romano,DIGITALEXTRAConvicted2004EastGreenbushschoolshooterJonRomano,SPEAKER_00,lot,-0.214926,-0.224337
11,11,Jon Romano,DIGITALEXTRAConvicted2004EastGreenbushschoolshooterJonRomano,SPEAKER_00,time,0.029272,-0.2166
11,11,Jon Romano,DIGITALEXTRAConvicted2004EastGreenbushschoolshooterJonRomano,SPEAKER_00,know,0.213072,-0.278711
11,11,Jon Romano,DIGITALEXTRAConvicted2004EastGreenbushschoolshooterJonRomano,SPEAKER_00,wanted,0.223812,-0.021646
11,11,Jon Romano,DIGITALEXTRAConvicted2004EastGreenbushschoolshooterJonRomano,SPEAKER_00,do,0.13353,-0.088348
11,11,Jon Romano,DIGITALEXTRAConvicted2004EastGreenbushschoolshooterJonRomano,SPEAKER_00,hunting,0.230649,0.193592
11,11,Jon Romano,DIGITALEXTRAConvicted2004EastGreenbushschoolshooterJonRomano,SPEAKER_00,members,0.058497,-0.255922
11,11,Jon Romano,DIGITALEXTRAConvicted2004EastGreenbushschoolshooterJonRomano,SPEAKER_00,family,0.280516,-0.413042
12,12,Jon Romano,DIGITALEXTRAConvicted2004EastGreenbushschoolshooterJonRomano,SPEAKER_00,mother,0.333383,-0.365529
12,12,Jon Romano,DIGITALEXTRAConvicted2004EastGreenbushschoolshooterJonRomano,SPEAKER_00,made,0.038815,-0.18907
12,12,Jon Romano,DIGITALEXTRAConvicted2004EastGreenbushschoolshooterJonRomano,SPEAKER_00,sure,0.213589,-0.307925
12,12,Jon Romano,DIGITALEXTRAConvicted2004EastGreenbushschoolshooterJonRomano,SPEAKER_00,ask,-0.043011,-0.065496
12,12,Jon Romano,DIGITALEXTRAConvicted2004EastGreenbushschoolshooterJonRomano,SPEAKER_00,psychologist,-0.039736,-0.035035
12,12,Jon Romano,DIGITALEXTRAConvicted2004EastGreenbushschoolshooterJonRomano,SPEAKER_00,psychiatrist,0.246884,0.106864
12,12,Jon Romano,DIGITALEXTRAConvicted2004EastGreenbushschoolshooterJonRomano,SPEAKER_00,is,-0.000604,-0.299783
12,12,Jon Romano,DIGITALEXTRAConvicted2004EastGreenbushschoolshooterJonRomano,SPEAKER_00,have,0.142133,-0.258395
12,12,Jon Romano,DIGITALEXTRAConvicted2004EastGreenbushschoolshooterJonRomano,SPEAKER_00,access,0.141562,-0.171215
12,12,Jon Romano,DIGITALEXTRAConvicted2004EastGreenbushschoolshooterJonRomano,SPEAKER_00,firearm,0.26885,0.620405
12,12,Jon Romano,DIGITALEXTRAConvicted2004EastGreenbushschoolshooterJonRomano,SPEAKER_00,do,0.13353,-0.088348
12,12,Jon Romano,DIGITALEXTRAConvicted2004EastGreenbushschoolshooterJonRomano,SPEAKER_00,believe,0.209417,-0.28503
12,12,Jon Romano,DIGITALEXTRAConvicted2004EastGreenbushschoolshooterJonRomano,SPEAKER_00,danger,0.135503,0.577446
12,12,Jon Romano,DIGITALEXTRAConvicted2004EastGreenbushschoolshooterJonRomano,SPEAKER_00,others,-0.31747,-0.17608
13,13,Jon Romano,DIGITALEXTRAConvicted2004EastGreenbushschoolshooterJonRomano,SPEAKER_00,said,-0.068561,-0.183017
13,13,Jon Romano,DIGITALEXTRAConvicted2004EastGreenbushschoolshooterJonRomano,SPEAKER_00,danger,0.135503,0.577446
14,14,Jon Romano,DIGITALEXTRAConvicted2004EastGreenbushschoolshooterJonRomano,SPEAKER_00,mother,0.333383,-0.365529
14,14,Jon Romano,DIGITALEXTRAConvicted2004EastGreenbushschoolshooterJonRomano,SPEAKER_00,spoke,0.022799,-0.144533
14,14,Jon Romano,DIGITALEXTRAConvicted2004EastGreenbushschoolshooterJonRomano,SPEAKER_00,police,0.346815,0.230607
14,14,Jon Romano,DIGITALEXTRAConvicted2004EastGreenbushschoolshooterJonRomano,SPEAKER_00,said,-0.068561,-0.183017
14,14,Jon Romano,DIGITALEXTRAConvicted2004EastGreenbushschoolshooterJonRomano,SPEAKER_00,have,0.142133,-0.258395
14,14,Jon Romano,DIGITALEXTRAConvicted2004EastGreenbushschoolshooterJonRomano,SPEAKER_00,son,0.101051,-0.303043
15,15,Jon Romano,DIGITALEXTRAConvicted2004EastGreenbushschoolshooterJonRomano,SPEAKER_00,is,-0.000604,-0.299783
15,15,Jon Romano,DIGITALEXTRAConvicted2004EastGreenbushschoolshooterJonRomano,SPEAKER_00,have,0.142133,-0.258395
15,15,Jon Romano,DIGITALEXTRAConvicted2004EastGreenbushschoolshooterJonRomano,SPEAKER_00,household,0.131669,-0.382132
15,15,Jon Romano,DIGITALEXTRAConvicted2004EastGreenbushschoolshooterJonRomano,SPEAKER_00,does,0.13353,-0.088348
15,15,Jon Romano,DIGITALEXTRAConvicted2004EastGreenbushschoolshooterJonRomano,SPEAKER_00,want,0.223812,-0.021646
15,15,Jon Romano,DIGITALEXTRAConvicted2004EastGreenbushschoolshooterJonRomano,SPEAKER_00,go,-0.063845,-0.050257
15,15,Jon Romano,DIGITALEXTRAConvicted2004EastGreenbushschoolshooterJonRomano,SPEAKER_00,shooting,0.168107,0.463426
15,15,Jon Romano,DIGITALEXTRAConvicted2004EastGreenbushschoolshooterJonRomano,SPEAKER_00,father,0.309943,-0.326857
15,15,Jon Romano,DIGITALEXTRAConvicted2004EastGreenbushschoolshooterJonRomano,SPEAKER_00,brothers,0.127603,-0.327455
15,15,Jon Romano,DIGITALEXTRAConvicted2004EastGreenbushschoolshooterJonRomano,SPEAKER_00,is,-0.000604,-0.299783
15,15,Jon Romano,DIGITALEXTRAConvicted2004EastGreenbushschoolshooterJonRomano,SPEAKER_00,allowed,0.159704,-0.25618
15,15,Jon Romano,DIGITALEXTRAConvicted2004EastGreenbushschoolshooterJonRomano,SPEAKER_00,do,0.13353,-0.088348
15,15,Jon Romano,DIGITALEXTRAConvicted2004EastGreenbushschoolshooterJonRomano,SPEAKER_00,is,-0.000604,-0.299783
15,15,Jon Romano,DIGITALEXTRAConvicted2004EastGreenbushschoolshooterJonRomano,SPEAKER_00,rules,0.065683,-0.094748
16,16,Jon Romano,DIGITALEXTRAConvicted2004EastGreenbushschoolshooterJonRomano,SPEAKER_00,talk,0.160154,-0.342965
